text_nr;word;frequency;zipf_frequency
text_36;labels;0.00000309;3.49
text_36;und;0.0263;7.42
text_36;können;0.00132;6.12
text_36;dadurch;0.000148;5.17
text_36;allein;0.000219;5.34
text_36;davon;0.00038;5.58
text_36;leben;0.000724;5.86
text_36;mit;0.00955;6.98
text_36;diesem;0.000646;5.81
text_36;erfolg;0.000148;5.17
text_36;geht;0.001;6
text_36;oft;0.000302;5.48
text_36;aber;0.00427;6.63
text_36;auch;0.00603;6.78
text_36;die;0.0302;7.48
text_36;abwendung;0.000000759;2.88
text_36;von;0.00977;6.99
text_36;der;0.0288;7.46
text_36;szene;0.0000575;4.76
text_36;einher;0.00000479;3.68
text_36;folglich;0.00000891;3.95
text_36;wird;0.00316;6.5
text_36;poetry;0.00000257;3.41
text_36;slam;0.00000501;3.7
text_36;zwar;0.000331;5.52
text_36;immer;0.00162;6.21
text_36;erfolgreicher;0.00001;4
text_36;verliert;0.000038;4.58
text_36;dabei;0.000631;5.8
text_36;aber;0.00427;6.63
text_36;den;0.01;7
text_36;bezug;0.0000525;4.72
text_36;zu;0.0102;7.01
text_36;seinen;0.000525;5.72
text_36;wurzeln;0.0000191;4.28
text_37;yasuhiro;0.0000000589;1.77
text_37;sato;0.00000049;2.69
text_37;stellt;0.00017;5.23
text_37;in;0.0174;7.24
text_37;tokio;0.00000955;3.98
text_37;täuschend;0.000000692;2.84
text_37;echte;0.0000501;4.7
text_37;plastiknachbildungen;0;0
text_37;von;0.00977;6.99
text_37;speisen;0.00000871;3.94
text_37;her;0.000178;5.25
text_37;von;0.00977;6.99
text_37;sahnetorten;0.0000000363;1.56
text_37;bis;0.0017;6.23
text_37;sushi;0.00000389;3.59
text_37;seine;0.00107;6.03
text_37;werke;0.0000562;4.75
text_37;sind;0.00398;6.6
text_37;so;0.0049;6.69
text_37;detailgetreu;0.000000234;2.37
text_37;dass;0.0049;6.69
text_37;sie;0.00661;6.82
text_37;manchmal;0.000155;5.19
text_37;mit;0.00955;6.98
text_37;echtem;0.00000219;3.34
text_37;essen;0.000214;5.33
text_37;verwechselt;0.00000794;3.9
text_37;werden;0.00309;6.49
text_37;der;0.0288;7.46
text_37;seit;0.000813;5.91
text_37;80;0.0000446;4.65
text_37;jahren;0.000676;5.83
text_37;bestehende;0.0000204;4.31
text_37;familienbetrieb;0.00000129;3.11
text_37;arbeitete;0.0000234;4.37
text_37;einst;0.0000347;4.54
text_37;mit;0.00955;6.98
text_37;wachs;0.00000363;3.56
text_37;heute;0.000759;5.88
text_37;mit;0.00955;6.98
text_37;kunststoff;0.00000617;3.79
text_37;sato;0.00000049;2.69
text_37;führt;0.000151;5.18
text_37;das;0.0145;7.16
text_37;unternehmen;0.00024;5.38
text_37;weiter;0.000562;5.75
text_37;nachdem;0.000204;5.31
text_37;sein;0.00209;6.32
text_37;vater;0.000162;5.21
text_37;krank;0.000049;4.69
text_37;wurde;0.00155;6.19
text_37;die;0.0302;7.48
text_37;anfertigung;0.00000148;3.17
text_37;erfolgt;0.000055;4.74
text_37;mit;0.00955;6.98
text_37;größter;0.0000174;4.24
text_37;präzision;0.00000398;3.6
text_37;zuerst;0.0000933;4.97
text_37;wird;0.00316;6.5
text_37;ein;0.00813;6.91
text_37;silikonabdruck;0;0
text_37;des;0.0055;6.74
text_37;originals;0.0000024;3.38
text_37;erstellt;0.0000324;4.51
text_37;dann;0.00224;6.35
text_37;wird;0.00316;6.5
text_37;kunststoff;0.00000617;3.79
text_37;gegossen;0.00000363;3.56
text_37;und;0.0263;7.42
text_37;anschließend;0.0000676;4.83
text_37;per;0.000129;5.11
text_37;hand;0.0002;5.3
text_37;eingefärbt;0.000000759;2.88
text_37;diese;0.00158;6.2
text_37;herstellung;0.0000275;4.44
text_37;ist;0.012;7.08
text_37;mit;0.00955;6.98
text_37;hohem;0.0000182;4.26
text_37;aufwand;0.000024;4.38
text_37;verbunden;0.0000661;4.82
text_37;für;0.00759;6.88
text_37;hundert;0.0000339;4.53
text_37;kirschen;0.00000219;3.34
text_37;benötigt;0.0000309;4.49
text_37;sato;0.00000049;2.69
text_37;insgesamt;0.000145;5.16
text_37;zwei;0.000871;5.94
text_37;tage;0.00024;5.38
text_37;zehn;0.00012;5.08
text_37;shrimps;0.000000427;2.63
text_37;dauern;0.0000282;4.45
text_37;jedoch;0.000363;5.56
text_37;genauso;0.0000912;4.96
text_37;lang;0.000214;5.33
text_37;trotz;0.000141;5.15
text_37;hoher;0.0000363;4.56
text_37;preise;0.0000575;4.76
text_37;floriert;0.00000049;2.69
text_37;das;0.0145;7.16
text_37;geschäft;0.000049;4.69
text_37;in;0.0174;7.24
text_37;tokios;0.000000257;2.41
text_37;küchenviertel;0;0
text_37;kappabashi;0;0
text_37;ist;0.012;7.08
text_37;sato;0.00000049;2.69
text_37;bereits;0.000468;5.67
text_37;ein;0.00813;6.91
text_37;magnet;0.00000257;3.41
text_37;für;0.00759;6.88
text_37;gastronomen;0.00000102;3.01
text_37;und;0.0263;7.42
text_37;touristen;0.0000162;4.21
text_37;mit;0.00955;6.98
text_37;den;0.01;7
text_37;hohen;0.0001;5
text_37;preisen;0.0000155;4.19
text_37;und;0.0263;7.42
text_37;der;0.0288;7.46
text_37;steigenden;0.00000851;3.93
text_37;popularität;0.00000407;3.61
text_37;wächst;0.0000302;4.48
text_37;auch;0.00603;6.78
text_37;die;0.0302;7.48
text_37;detailverliebtheit;0.0000000575;1.76
text_37;und;0.0263;7.42
text_37;der;0.0288;7.46
text_37;anspruch;0.000055;4.74
text_37;an;0.0049;6.69
text_37;perfekte;0.0000251;4.4
text_37;replikate;0.0000000708;1.85
text_37;somit;0.00011;5.04
text_37;bleibt;0.000251;5.4
text_37;für;0.00759;6.88
text_37;die;0.0302;7.48
text_37;hersteller;0.0000372;4.57
text_37;weiterhin;0.000112;5.05
text_37;kein;0.000813;5.91
text_37;spielraum;0.00000631;3.8
text_37;und;0.0263;7.42
text_37;jedes;0.000158;5.2
text_37;detail;0.000017;4.23
text_37;bis;0.0017;6.23
text_37;hin;0.000275;5.44
text_37;zum;0.00257;6.41
text_37;exakt;0.0000166;4.22
text_37;nachgebildeten;0.0000000832;1.92
text_37;reiskorn;0.0000000832;1.92
text_37;muss;0.00132;6.12
text_37;stimmen;0.0000912;4.96
text_38;schon;0.00219;6.34
text_38;vor;0.00204;6.31
text_38;mehr;0.00214;6.33
text_38;als;0.00513;6.71
text_38;3000;0.0000000541;1.73
text_38;jahren;0.000676;5.83
text_38;behandelten;0.00000263;3.42
text_38;menschen;0.000776;5.89
text_38;die;0.0302;7.48
text_38;zähne;0.0000209;4.32
text_38;ihrer;0.000575;5.76
text_38;pferde;0.0000257;4.41
text_38;forscher;0.0000229;4.36
text_38;fanden;0.0000537;4.73
text_38;in;0.0174;7.24
text_38;skelettresten;0.0000000135;1.13
text_38;der;0.0288;7.46
text_38;hirschstein-khirigsuur-kultur;0;0
text_38;in;0.0174;7.24
text_38;der;0.0288;7.46
text_38;mongolei;0.00000166;3.22
text_38;hinweise;0.0000339;4.53
text_38;auf;0.00776;6.89
text_38;gezogene;0.00000132;3.12
text_38;zähne;0.0000209;4.32
text_38;sie;0.00661;6.82
text_38;gelten;0.0000631;4.8
text_38;als;0.00513;6.71
text_38;die;0.0302;7.48
text_38;ältesten;0.0000166;4.22
text_38;bekannten;0.0000537;4.73
text_38;belege;0.0000105;4.02
text_38;für;0.00759;6.88
text_38;tiermedizinische;0.0000000617;1.79
text_38;eingriffe;0.00000537;3.73
text_38;dieser;0.0011;6.04
text_38;art;0.000324;5.51
text_38;die;0.0302;7.48
text_38;betroffenen;0.0000363;4.56
text_38;pferde;0.0000257;4.41
text_38;lebten;0.0000126;4.1
text_38;zwischen;0.000676;5.83
text_38;1300;0.000000131;2.12
text_38;und;0.0263;7.42
text_38;700;0.00000172;3.24
text_38;vor;0.00204;6.31
text_38;christus;0.0000191;4.28
text_38;sie;0.00661;6.82
text_38;spielten;0.0000174;4.24
text_38;eine;0.00631;6.8
text_38;wichtige;0.0000741;4.87
text_38;rolle;0.000145;5.16
text_38;im;0.00724;6.86
text_38;leben;0.000724;5.86
text_38;der;0.0288;7.46
text_38;nomaden;0.00000112;3.05
text_38;etwa;0.000417;5.62
text_38;als;0.00513;6.71
text_38;mittel;0.0000692;4.84
text_38;zur;0.00186;6.27
text_38;fortbewegung;0.00000132;3.12
text_38;und;0.0263;7.42
text_38;auch;0.00603;6.78
text_38;im;0.00724;6.86
text_38;krieg;0.000148;5.17
text_38;besonders;0.000282;5.45
text_38;störend;0.00000263;3.42
text_38;waren;0.000871;5.94
text_38;sogenannte;0.0000398;4.6
text_38;wolfszähne;0.0000000102;1.01
text_38;die;0.0302;7.48
text_38;auch;0.00603;6.78
text_38;heute;0.000759;5.88
text_38;bei;0.00457;6.66
text_38;jungtieren;0.000000282;2.45
text_38;entfernt;0.0000912;4.96
text_38;werden;0.00309;6.49
text_38;um;0.00288;6.46
text_38;schmerzen;0.0000339;4.53
text_38;durch;0.00182;6.26
text_38;zaumzeuge;0;0
text_38;zu;0.0102;7.01
text_38;vermeiden;0.0000355;4.55
text_38;könnten;0.000151;5.18
text_38;sie;0.00661;6.82
text_38;bereits;0.000468;5.67
text_38;damals;0.000195;5.29
text_38;gezogen;0.000049;4.69
text_38;worden;0.000331;5.52
text_38;sein;0.00209;6.32
text_38;wie;0.00447;6.65
text_38;die;0.0302;7.48
text_38;menschen;0.000776;5.89
text_38;das;0.0145;7.16
text_38;schafften;0.00000355;3.55
text_38;bleibt;0.000251;5.4
text_38;jedoch;0.000363;5.56
text_38;unklar;0.0000166;4.22
text_38;auch;0.00603;6.78
text_38;heute;0.000759;5.88
text_38;noch;0.00355;6.55
text_38;greifen;0.0000282;4.45
text_38;pferdehirten;0;0
text_38;in;0.0174;7.24
text_38;der;0.0288;7.46
text_38;mongolei;0.00000166;3.22
text_38;zu;0.0102;7.01
text_38;einfachen;0.0000282;4.45
text_38;werkzeugen;0.00000204;3.31
text_38;wie;0.00447;6.65
text_38;schraubenziehern;0.0000000155;1.19
text_38;die;0.0302;7.48
text_38;neuen;0.000427;5.63
text_38;befunde;0.00000302;3.48
text_38;zeigen;0.000195;5.29
text_38;dass;0.0049;6.69
text_38;tiermedizin;0.000000407;2.61
text_38;nicht;0.0102;7.01
text_38;nur;0.00331;6.52
text_38;aus;0.00398;6.6
text_38;festen;0.0000229;4.36
text_38;kulturen;0.0000162;4.21
text_38;wie;0.00447;6.65
text_38;china;0.0000794;4.9
text_38;zu;0.0102;7.01
text_38;stammen;0.0000275;4.44
text_38;scheint;0.000174;5.24
text_38;sondern;0.000589;5.77
text_38;auch;0.00603;6.78
text_38;von;0.00977;6.99
text_38;nomaden;0.00000112;3.05
text_38;früh;0.0000813;4.91
text_38;entwickelt;0.0000832;4.92
text_38;wurde;0.00155;6.19
text_38;auch;0.00603;6.78
text_38;aus;0.00398;6.6
text_38;europa;0.000182;5.26
text_38;gibt;0.00115;6.06
text_38;es;0.00871;6.94
text_38;spuren;0.0000316;4.5
text_38;in;0.0174;7.24
text_38;frankreich;0.000102;5.01
text_38;wurde;0.00155;6.19
text_38;ein;0.00813;6.91
text_38;rinderschädel;0.0000000105;1.02
text_38;mit;0.00955;6.98
text_38;einer;0.00263;6.42
text_38;gezielten;0.00000302;3.48
text_38;bohrung;0.00000191;3.28
text_38;entdeckt;0.0000562;4.75
text_39;als;0.00513;6.71
text_39;wissenschaftler;0.0000269;4.43
text_39;im;0.00724;6.86
text_39;us-bundesstaat;0.00000764;3.88
text_39;wyoming;0.000000759;2.88
text_39;einen;0.00302;6.48
text_39;riesigen;0.0000195;4.29
text_39;versteinerten;0.000000282;2.45
text_39;fuß;0.0000646;4.81
text_39;entdeckten;0.00000525;3.72
text_39;staunten;0.000000447;2.65
text_39;sie;0.00661;6.82
text_39;nicht;0.0102;7.01
text_39;schlecht;0.000135;5.13
text_39;wenn;0.00324;6.51
text_39;allein;0.000219;5.34
text_39;der;0.0288;7.46
text_39;fuß;0.0000646;4.81
text_39;mehr;0.00214;6.33
text_39;als;0.00513;6.71
text_39;einen;0.00302;6.48
text_39;meter;0.000115;5.06
text_39;breit;0.0000355;4.55
text_39;ist;0.012;7.08
text_39;wie;0.00447;6.65
text_39;groß;0.000162;5.21
text_39;muss;0.00132;6.12
text_39;dann;0.00224;6.35
text_39;erst;0.000575;5.76
text_39;das;0.0145;7.16
text_39;tier;0.0000407;4.61
text_39;gewesen;0.000245;5.39
text_39;sein;0.00209;6.32
text_39;zu;0.0102;7.01
text_39;dem;0.00575;6.76
text_39;er;0.00513;6.71
text_39;gehörte;0.0000288;4.46
text_39;zwanzig;0.0000148;4.17
text_39;jahre;0.000661;5.82
text_39;lang;0.000214;5.33
text_39;blieb;0.0000871;4.94
text_39;diese;0.00158;6.2
text_39;frage;0.000372;5.57
text_39;ungeklärt;0.00000282;3.45
text_39;jetzt;0.00162;6.21
text_39;fanden;0.0000537;4.73
text_39;forscher;0.0000229;4.36
text_39;aus;0.00398;6.6
text_39;deutschland;0.000692;5.84
text_39;der;0.0288;7.46
text_39;schweiz;0.000123;5.09
text_39;und;0.0263;7.42
text_39;den;0.01;7
text_39;usa;0.000214;5.33
text_39;heraus;0.000102;5.01
text_39;dass;0.0049;6.69
text_39;der;0.0288;7.46
text_39;fuß;0.0000646;4.81
text_39;zu;0.0102;7.01
text_39;einem;0.00224;6.35
text_39;verwandten;0.0000155;4.19
text_39;des;0.0055;6.74
text_39;brachiosaurus;0.0000000389;1.59
text_39;gehört;0.000288;5.46
text_39;diese;0.00158;6.2
text_39;sauropoden;0.0000000437;1.64
text_39;die;0.0302;7.48
text_39;vor;0.00204;6.31
text_39;150;0.00000906;3.96
text_39;millionen;0.000178;5.25
text_39;jahren;0.000676;5.83
text_39;ein;0.00813;6.91
text_39;großes;0.0000776;4.89
text_39;gebiet;0.0000661;4.82
text_39;von;0.00977;6.99
text_39;utah;0.00000174;3.24
text_39;bis;0.0017;6.23
text_39;wyoming;0.000000759;2.88
text_39;bewohnten;0.00000195;3.29
text_39;zählten;0.00000417;3.62
text_39;zu;0.0102;7.01
text_39;den;0.01;7
text_39;größten;0.0000912;4.96
text_39;landtieren;0.0000000275;1.44
text_39;der;0.0288;7.46
text_39;erdgeschichte;0.000000537;2.73
text_39;größer;0.000055;4.74
text_39;waren;0.000871;5.94
text_39;nur;0.00331;6.52
text_39;andere;0.000562;5.75
text_39;dinosaurierarten;0;0
text_39;wie;0.00447;6.65
text_39;argentinosaurus;0.0000000105;1.02
text_39;oder;0.00316;6.5
text_39;patagotitan;0;0
text_39;mit;0.00955;6.98
text_39;seinem;0.000427;5.63
text_39;langen;0.0000708;4.85
text_39;hals;0.0000288;4.46
text_39;ist;0.012;7.08
text_39;der;0.0288;7.46
text_39;brachiosaurus;0.0000000389;1.59
text_39;auch;0.00603;6.78
text_39;durch;0.00182;6.26
text_39;den;0.01;7
text_39;film;0.00017;5.23
text_39;jurassic;0.000000933;2.97
text_39;park;0.0000525;4.72
text_39;bekannt;0.000182;5.26
text_39;geworden;0.000166;5.22
text_39;bigfoot;0.000000355;2.55
text_39;wie;0.00447;6.65
text_39;der;0.0288;7.46
text_39;aktuelle;0.0000676;4.83
text_39;fund;0.00000813;3.91
text_39;genannt;0.0000871;4.94
text_39;wird;0.00316;6.5
text_39;war;0.00339;6.53
text_39;vermutlich;0.0000851;4.93
text_39;zehn;0.00012;5.08
text_39;meter;0.000115;5.06
text_39;hoch;0.000191;5.28
text_39;und;0.0263;7.42
text_39;wog;0.00000214;3.33
text_39;bis;0.0017;6.23
text_39;zu;0.0102;7.01
text_39;vierzig;0.00000457;3.66
text_39;tonnen;0.000024;4.38
text_39;seine;0.00107;6.03
text_39;fundstelle;0.000001;3
text_39;gilt;0.000195;5.29
text_39;als;0.00513;6.71
text_39;vielversprechend;0.00000282;3.45
text_39;da;0.00234;6.37
text_39;dort;0.000603;5.78
text_39;weitere;0.000309;5.49
text_39;dinosaurierfossilien;0;0
text_39;erwartet;0.0000891;4.95
text_39;werden;0.00309;6.49
text_39;auf;0.00776;6.89
text_39;der;0.0288;7.46
text_39;suche;0.000126;5.1
text_39;nach;0.00363;6.56
text_39;neuen;0.000427;5.63
text_39;skeletten;0.000000251;2.4
text_39;geht;0.001;6
text_39;die;0.0302;7.48
text_39;forschung;0.0000501;4.7
text_39;daher;0.000234;5.37
text_39;weiter;0.000562;5.75
text_40;catherine;0.00000617;3.79
text_40;conley;0.000000151;2.18
text_40;arbeitet;0.0000741;4.87
text_40;als;0.00513;6.71
text_40;planetary;0.000000102;2.01
text_40;protection;0.00000178;3.25
text_40;officer;0.00000372;3.57
text_40;bei;0.00457;6.66
text_40;der;0.0288;7.46
text_40;nasa;0.00000661;3.82
text_40;ihre;0.00115;6.06
text_40;aufgabe;0.0000832;4.92
text_40;ist;0.012;7.08
text_40;es;0.00871;6.94
text_40;raumsonden;0.000000148;2.17
text_40;möglichst;0.0000661;4.82
text_40;keimfrei;0.000000214;2.33
text_40;zu;0.0102;7.01
text_40;bekommen;0.000263;5.42
text_40;so;0.0049;6.69
text_40;soll;0.000813;5.91
text_40;verhindert;0.0000309;4.49
text_40;werden;0.00309;6.49
text_40;dass;0.0049;6.69
text_40;keime;0.00000309;3.49
text_40;von;0.00977;6.99
text_40;der;0.0288;7.46
text_40;erde;0.0000794;4.9
text_40;auf;0.00776;6.89
text_40;andere;0.000562;5.75
text_40;planeten;0.0000214;4.33
text_40;gelangen;0.0000257;4.41
text_40;auch;0.00603;6.78
text_40;umgekehrt;0.0000234;4.37
text_40;soll;0.000813;5.91
text_40;kein;0.000813;5.91
text_40;fremdes;0.00000282;3.45
text_40;leben;0.000724;5.86
text_40;unkontrolliert;0.00000174;3.24
text_40;zurückgebracht;0.00000182;3.26
text_40;werden;0.00309;6.49
text_40;ein;0.00813;6.91
text_40;aktuelles;0.00000851;3.93
text_40;beispiel;0.000224;5.35
text_40;ist;0.012;7.08
text_40;die;0.0302;7.48
text_40;mars-sonde;0.0000031;3.49
text_40;phoenix;0.00000741;3.87
text_40;ihr;0.00166;6.22
text_40;roboterarm;0.000000123;2.09
text_40;wurde;0.00155;6.19
text_40;mit;0.00955;6.98
text_40;alkohol;0.0000447;4.65
text_40;gereinigt;0.00000537;3.73
text_40;und;0.0263;7.42
text_40;stark;0.000191;5.28
text_40;erhitzt;0.0000024;3.38
text_40;so;0.0049;6.69
text_40;wollte;0.000316;5.5
text_40;man;0.00288;6.46
text_40;fast;0.00038;5.58
text_40;alle;0.00141;6.15
text_40;keime;0.00000309;3.49
text_40;entfernen;0.0000229;4.36
text_40;dennoch;0.00011;5.04
text_40;zweifeln;0.00000724;3.86
text_40;fachleute;0.00000562;3.75
text_40;wie;0.00447;6.65
text_40;reinhard;0.0000135;4.13
text_40;wirth;0.00000257;3.41
text_40;ob;0.000692;5.84
text_40;diese;0.00158;6.2
text_40;maßnahmen;0.0000661;4.82
text_40;ausreichend;0.0000316;4.5
text_40;sind;0.00398;6.6
text_40;manche;0.000102;5.01
text_40;keime;0.00000309;3.49
text_40;sind;0.00398;6.6
text_40;robust;0.00000209;3.32
text_40;und;0.0263;7.42
text_40;können;0.00132;6.12
text_40;oft;0.000302;5.48
text_40;viele;0.000676;5.83
text_40;jahre;0.000661;5.82
text_40;überleben;0.0000224;4.35
text_40;er;0.00513;6.71
text_40;fordert;0.0000447;4.65
text_40;daher;0.000234;5.37
text_40;strengere;0.00000209;3.32
text_40;sicherheitsmaßnahmen;0.00000214;3.33
text_40;die;0.0302;7.48
text_40;offizierin;0.000000105;2.02
text_40;conley;0.000000151;2.18
text_40;hingegen;0.0000575;4.76
text_40;hält;0.000135;5.13
text_40;die;0.0302;7.48
text_40;aktuellen;0.0000646;4.81
text_40;regeln;0.0000708;4.85
text_40;für;0.00759;6.88
text_40;gut;0.00123;6.09
text_40;genug;0.000224;5.35
text_40;auch;0.00603;6.78
text_40;wenn;0.00324;6.51
text_40;die;0.0302;7.48
text_40;strahlung;0.00000851;3.93
text_40;auf;0.00776;6.89
text_40;dem;0.00575;6.76
text_40;weg;0.000468;5.67
text_40;zum;0.00257;6.41
text_40;mars;0.000012;4.08
text_40;womöglich;0.0000174;4.24
text_40;nicht;0.0102;7.01
text_40;ausreicht;0.00000407;3.61
text_40;um;0.00288;6.46
text_40;alle;0.00141;6.15
text_40;keime;0.00000309;3.49
text_40;zu;0.0102;7.01
text_40;töten;0.0000269;4.43
text_40;eine;0.00631;6.8
text_40;besonders;0.000282;5.45
text_40;große;0.000355;5.55
text_40;herausforderung;0.0000219;4.34
text_40;ist;0.012;7.08
text_40;es;0.00871;6.94
text_40;material;0.0000501;4.7
text_40;von;0.00977;6.99
text_40;anderen;0.000692;5.84
text_40;planeten;0.0000214;4.33
text_40;zurück;0.000372;5.57
text_40;zur;0.00186;6.27
text_40;erde;0.0000794;4.9
text_40;zu;0.0102;7.01
text_40;bringen;0.0002;5.3
text_40;hier;0.00182;6.26
text_40;sind;0.00398;6.6
text_40;sehr;0.00138;6.14
text_40;strenge;0.00000741;3.87
text_40;sicherheitsmaßnahmen;0.00000214;3.33
text_40;notwendig;0.000055;4.74
text_40;denn;0.000933;5.97
text_40;niemand;0.000174;5.24
text_40;kann;0.00251;6.4
text_40;einschätzen;0.00000468;3.67
text_40;wie;0.00447;6.65
text_40;gefährlich;0.0000398;4.6
text_40;das;0.0145;7.16
text_40;fremde;0.0000234;4.37
text_40;material;0.0000501;4.7
text_40;wirklich;0.000562;5.75
text_40;ist;0.012;7.08
text_41;wissenschaftler;0.0000269;4.43
text_41;dachten;0.00000871;3.94
text_41;lange;0.000389;5.59
text_41;dass;0.0049;6.69
text_41;menschen;0.000776;5.89
text_41;auf;0.00776;6.89
text_41;der;0.0288;7.46
text_41;ganzen;0.00024;5.38
text_41;welt;0.000457;5.66
text_41;gesichtsausdrücke;0.00000024;2.38
text_41;für;0.00759;6.88
text_41;grundlegende;0.00001;4
text_41;gefühle;0.0000355;4.55
text_41;gleich;0.000389;5.59
text_41;verstehen;0.000148;5.17
text_41;auf;0.00776;6.89
text_41;einer;0.00263;6.42
text_41;insel;0.0000589;4.77
text_41;im;0.00724;6.86
text_41;südpazifik;0.000000355;2.55
text_41;wurde;0.00155;6.19
text_41;diese;0.00158;6.2
text_41;annahme;0.0000209;4.32
text_41;nun;0.000759;5.88
text_41;in;0.0174;7.24
text_41;frage;0.000372;5.57
text_41;gestellt;0.0000977;4.99
text_41;die;0.0302;7.48
text_41;trobriander;0;0
text_41;leben;0.000724;5.86
text_41;abgeschieden;0.000000661;2.82
text_41;auf;0.00776;6.89
text_41;inseln;0.0000178;4.25
text_41;westlich;0.00000912;3.96
text_41;von;0.00977;6.99
text_41;papua-neuguinea;0.00000042;2.62
text_41;bisher;0.000182;5.26
text_41;waren;0.000871;5.94
text_41;sie;0.00661;6.82
text_41;in;0.0174;7.24
text_41;der;0.0288;7.46
text_41;forschung;0.0000501;4.7
text_41;kaum;0.000234;5.37
text_41;bekannt;0.000182;5.26
text_41;jetzt;0.00162;6.21
text_41;haben;0.00282;6.45
text_41;sie;0.00661;6.82
text_41;wichtige;0.0000741;4.87
text_41;erkenntnisse;0.0000174;4.24
text_41;zur;0.00186;6.27
text_41;mimikforschung;0;0
text_41;geliefert;0.0000195;4.29
text_41;forscher;0.0000229;4.36
text_41;verglichen;0.0000162;4.21
text_41;ihre;0.00115;6.06
text_41;reaktionen;0.0000204;4.31
text_41;mit;0.00955;6.98
text_41;denen;0.000372;5.57
text_41;von;0.00977;6.99
text_41;menschen;0.000776;5.89
text_41;aus;0.00398;6.6
text_41;spanien;0.0000468;4.67
text_41;dabei;0.000631;5.8
text_41;zeigte;0.0000525;4.72
text_41;sich;0.00617;6.79
text_41;dass;0.0049;6.69
text_41;gesichtsausdrücke;0.00000024;2.38
text_41;stärker;0.0000513;4.71
text_41;durch;0.00182;6.26
text_41;die;0.0302;7.48
text_41;kultur;0.000105;5.02
text_41;beeinflusst;0.0000204;4.31
text_41;werden;0.00309;6.49
text_41;als;0.00513;6.71
text_41;bisher;0.000182;5.26
text_41;angenommen;0.0000427;4.63
text_41;die;0.0302;7.48
text_41;trobriander;0;0
text_41;sehen;0.00049;5.69
text_41;ein;0.00813;6.91
text_41;gesicht;0.00011;5.04
text_41;mit;0.00955;6.98
text_41;aufgerissenen;0.000000363;2.56
text_41;augen;0.000178;5.25
text_41;und;0.0263;7.42
text_41;offenem;0.00000363;3.56
text_41;mund;0.0000562;4.75
text_41;nicht;0.0102;7.01
text_41;als;0.00513;6.71
text_41;zeichen;0.0000759;4.88
text_41;von;0.00977;6.99
text_41;angst;0.000148;5.17
text_41;sondern;0.000589;5.77
text_41;als;0.00513;6.71
text_41;ausdruck;0.0000339;4.53
text_41;von;0.00977;6.99
text_41;ärger;0.0000234;4.37
text_41;und;0.0263;7.42
text_41;bedrohung;0.0000145;4.16
text_41;bei;0.00457;6.66
text_41;ihnen;0.00055;5.74
text_41;wird;0.00316;6.5
text_41;dieser;0.0011;6.04
text_41;blick;0.000138;5.14
text_41;genutzt;0.0000617;4.79
text_41;um;0.00288;6.46
text_41;kinder;0.000398;5.6
text_41;zu;0.0102;7.01
text_41;erschrecken;0.00000372;3.57
text_41;wenn;0.00324;6.51
text_41;sie;0.00661;6.82
text_41;etwas;0.000871;5.94
text_41;falsch;0.000105;5.02
text_41;gemacht;0.000447;5.65
text_41;haben;0.00282;6.45
text_41;er;0.00513;6.71
text_41;erinnert;0.0000646;4.81
text_41;sie;0.00661;6.82
text_41;an;0.0049;6.69
text_41;böse;0.000055;4.74
text_41;geister;0.000011;4.04
text_41;die;0.0302;7.48
text_41;studie;0.0000676;4.83
text_41;veröffentlicht;0.0000832;4.92
text_41;in;0.0174;7.24
text_41;der;0.0288;7.46
text_41;us-amerikanischen;0.0000358;4.55
text_41;akademie;0.0000245;4.39
text_41;der;0.0288;7.46
text_41;wissenschaften;0.0000145;4.16
text_41;zeigt;0.000219;5.34
text_41;dass;0.0049;6.69
text_41;mimik;0.0000024;3.38
text_41;je;0.000251;5.4
text_41;nach;0.00363;6.56
text_41;kultur;0.000105;5.02
text_41;verschieden;0.0000107;4.03
text_41;interpretiert;0.00001;4
text_41;wird;0.00316;6.5
text_41;die;0.0302;7.48
text_41;abgeschiedene;0.0000002;2.3
text_41;lebensweise;0.00000676;3.83
text_41;des;0.0055;6.74
text_41;stamms;0.000000214;2.33
text_41;spielt;0.000135;5.13
text_41;dabei;0.000631;5.8
text_41;wohl;0.000537;5.73
text_41;eine;0.00631;6.8
text_41;entscheidende;0.0000155;4.19
text_41;rolle;0.000145;5.16
text_42;kann;0.00251;6.4
text_42;ein;0.00813;6.91
text_42;meteorit;0.000000631;2.8
text_42;vor;0.00204;6.31
text_42;millionen;0.000178;5.25
text_42;von;0.00977;6.99
text_42;jahren;0.000676;5.83
text_42;eine;0.00631;6.8
text_42;wärmephase;0;0
text_42;ausgelöst;0.000017;4.23
text_42;haben;0.00282;6.45
text_42;forscher;0.0000229;4.36
text_42;glauben;0.000132;5.12
text_42;hinweise;0.0000339;4.53
text_42;darauf;0.000331;5.52
text_42;gefunden;0.000195;5.29
text_42;zu;0.0102;7.01
text_42;haben;0.00282;6.45
text_42;vor;0.00204;6.31
text_42;etwa;0.000417;5.62
text_42;56;0.0000695;4.84
text_42;millionen;0.000178;5.25
text_42;jahren;0.000676;5.83
text_42;stiegen;0.00000851;3.93
text_42;die;0.0302;7.48
text_42;temperaturen;0.0000234;4.37
text_42;auf;0.00776;6.89
text_42;der;0.0288;7.46
text_42;erde;0.0000794;4.9
text_42;stark;0.000191;5.28
text_42;an;0.0049;6.69
text_42;lange;0.000389;5.59
text_42;war;0.00339;6.53
