text_nr;word;frequency;zipf_frequency
text_42;unklar;0.0000166;4.22
text_42;warum;0.000562;5.75
text_42;das;0.0145;7.16
text_42;geschah;0.0000186;4.27
text_42;nun;0.000759;5.88
text_42;vermuten;0.0000141;4.15
text_42;forscher;0.0000229;4.36
text_42;um;0.00288;6.46
text_42;norman;0.00000617;3.79
text_42;schaller;0.00000115;3.06
text_42;dass;0.0049;6.69
text_42;ein;0.00813;6.91
text_42;meteoriteneinschlag;0.0000000759;1.88
text_42;dafür;0.000479;5.68
text_42;verantwortlich;0.0000603;4.78
text_42;war;0.00339;6.53
text_42;bei;0.00457;6.66
text_42;solchen;0.0000977;4.99
text_42;einschlägen;0.000000135;2.13
text_42;entstehen;0.0000575;4.76
text_42;durch;0.00182;6.26
text_42;hitze;0.0000214;4.33
text_42;und;0.0263;7.42
text_42;druck;0.0000912;4.96
text_42;glaskügelchen;0.0000000138;1.14
text_42;die;0.0302;7.48
text_42;in;0.0174;7.24
text_42;die;0.0302;7.48
text_42;atmosphäre;0.0000251;4.4
text_42;geschleudert;0.000002;3.3
text_42;werden;0.00309;6.49
text_42;genau;0.000447;5.65
text_42;solche;0.000219;5.34
text_42;tropfen;0.0000141;4.15
text_42;fanden;0.0000537;4.73
text_42;wissenschaftler;0.0000269;4.43
text_42;jetzt;0.00162;6.21
text_42;in;0.0174;7.24
text_42;bohrkernen;0.0000000407;1.61
text_42;aus;0.00398;6.6
text_42;den;0.01;7
text_42;usa;0.000214;5.33
text_42;sie;0.00661;6.82
text_42;stammen;0.0000275;4.44
text_42;aus;0.00398;6.6
text_42;der;0.0288;7.46
text_42;zeit;0.000977;5.99
text_42;zwischen;0.000676;5.83
text_42;dem;0.00575;6.76
text_42;paläozän;0.0000000162;1.21
text_42;und;0.0263;7.42
text_42;dem;0.00575;6.76
text_42;eozän;0.000000141;2.15
text_42;dies;0.000417;5.62
text_42;war;0.00339;6.53
text_42;eine;0.00631;6.8
text_42;phase;0.0000347;4.54
text_42;in;0.0174;7.24
text_42;der;0.0288;7.46
text_42;die;0.0302;7.48
text_42;temperatur;0.0000355;4.55
text_42;besonders;0.000282;5.45
text_42;stark;0.000191;5.28
text_42;anstieg;0.0000158;4.2
text_42;auch;0.00603;6.78
text_42;das;0.0145;7.16
text_42;verhältnis;0.0000457;4.66
text_42;bestimmter;0.00000912;3.96
text_42;kohlenstoffisotope;0.0000000105;1.02
text_42;zeigt;0.000219;5.34
text_42;dass;0.0049;6.69
text_42;damals;0.000195;5.29
text_42;viel;0.001;6
text_42;kohlenstoff;0.00000234;3.37
text_42;freigesetzt;0.00000234;3.37
text_42;wurde;0.00155;6.19
text_42;der;0.0288;7.46
text_42;einschlag;0.00000214;3.33
text_42;könnte;0.00049;5.69
text_42;das;0.0145;7.16
text_42;erklären;0.0000933;4.97
text_42;in;0.0174;7.24
text_42;den;0.01;7
text_42;glaskügelchen;0.0000000138;1.14
text_42;fanden;0.0000537;4.73
text_42;forscher;0.0000229;4.36
text_42;zudem;0.000145;5.16
text_42;lechatelierit;0;0
text_42;ein;0.00813;6.91
text_42;glas;0.0000407;4.61
text_42;das;0.0145;7.16
text_42;bei;0.00457;6.66
text_42;hoher;0.0000363;4.56
text_42;temperatur;0.0000355;4.55
text_42;entsteht;0.0000427;4.63
text_42;die;0.0302;7.48
text_42;wissenschaftler;0.0000269;4.43
text_42;wollen;0.000513;5.71
text_42;weiterforschen;0.0000000513;1.71
text_42;sie;0.00661;6.82
text_42;hoffen;0.0000468;4.67
text_42;durch;0.00182;6.26
text_42;weitere;0.000309;5.49
text_42;funde;0.00000501;3.7
text_42;mehr;0.00214;6.33
text_42;über;0.00245;6.39
text_42;den;0.01;7
text_42;damaligen;0.0000257;4.41
text_42;klimawandel;0.0000107;4.03
text_42;zu;0.0102;7.01
text_42;erfahren;0.0000794;4.9
text_42;und;0.0263;7.42
text_42;dadurch;0.000148;5.17
text_42;auch;0.00603;6.78
text_42;über;0.00245;6.39
text_42;den;0.01;7
text_42;heutigen;0.0000708;4.85
text_43;evel;0.0000000363;1.56
text_43;knievel;0.0000000417;1.62
text_43;war;0.00339;6.53
text_43;ein;0.00813;6.91
text_43;us-amerikanischer;0.00000781;3.89
text_43;stuntman;0.000000708;2.85
text_43;der;0.0288;7.46
text_43;in;0.0174;7.24
text_43;den;0.01;7
text_43;60er;0.000000407;2.61
text_43;und;0.0263;7.42
text_43;70er-jahren;0.000000351;2.55
text_43;mit;0.00955;6.98
text_43;gefährlichen;0.00000933;3.97
text_43;sprüngen;0.00000102;3.01
text_43;auf;0.00776;6.89
text_43;seinem;0.000427;5.63
text_43;motorrad;0.0000158;4.2
text_43;die;0.0302;7.48
text_43;welt;0.000457;5.66
text_43;begeisterte;0.00000427;3.63
text_43;mit;0.00955;6.98
text_43;riskanten;0.000000661;2.82
text_43;shows;0.00000851;3.93
text_43;und;0.0263;7.42
text_43;einer;0.00263;6.42
text_43;auffälligen;0.00000224;3.35
text_43;lederkleidung;0.000000038;1.58
text_43;wurde;0.00155;6.19
text_43;er;0.00513;6.71
text_43;zur;0.00186;6.27
text_43;legende;0.0000182;4.26
text_43;geboren;0.0000646;4.81
text_43;wurde;0.00155;6.19
text_43;er;0.00513;6.71
text_43;1938;0.0000113;4.05
text_43;in;0.0174;7.24
text_43;montana;0.00000347;3.54
text_43;und;0.0263;7.42
text_43;hatte;0.00115;6.06
text_43;in;0.0174;7.24
text_43;jungen;0.000135;5.13
text_43;jahren;0.000676;5.83
text_43;probleme;0.000148;5.17
text_43;mit;0.00955;6.98
text_43;dem;0.00575;6.76
text_43;gesetz;0.0000813;4.91
text_43;doch;0.00166;6.22
text_43;mit;0.00955;6.98
text_43;27;0.000156;5.19
text_43;wurde;0.00155;6.19
text_43;er;0.00513;6.71
text_43;stuntman;0.000000708;2.85
text_43;und;0.0263;7.42
text_43;wurde;0.00155;6.19
text_43;schnell;0.000324;5.51
text_43;sehr;0.00138;6.14
text_43;erfolgreich;0.0000741;4.87
text_43;einer;0.00263;6.42
text_43;seiner;0.000676;5.83
text_43;berühmtesten;0.00000316;3.5
text_43;sprüngen;0.00000102;3.01
text_43;war;0.00339;6.53
text_43;1967;0.0000196;4.29
text_43;in;0.0174;7.24
text_43;las;0.0000251;4.4
text_43;vegas;0.00000955;3.98
text_43;als;0.00513;6.71
text_43;er;0.00513;6.71
text_43;versuchte;0.000038;4.58
text_43;über;0.00245;6.39
text_43;den;0.01;7
text_43;brunnen;0.0000129;4.11
text_43;des;0.0055;6.74
text_43;caesar's;0.0000000437;1.64
text_43;palace;0.00000389;3.59
text_43;zu;0.0102;7.01
text_43;springen;0.0000182;4.26
text_43;der;0.0288;7.46
text_43;sprung;0.0000148;4.17
text_43;endete;0.0000148;4.17
text_43;aber;0.00427;6.63
text_43;im;0.00724;6.86
text_43;krankenhaus;0.0000562;4.75
text_43;knievel;0.0000000417;1.62
text_43;erlitt;0.00000708;3.85
text_43;40;0.0000856;4.93
text_43;knochenbrüche;0.000000513;2.71
text_43;und;0.0263;7.42
text_43;lag;0.0000955;4.98
text_43;einen;0.00302;6.48
text_43;monat;0.0000977;4.99
text_43;im;0.00724;6.86
text_43;koma;0.00000537;3.73
text_43;erholte;0.00000126;3.1
text_43;sich;0.00617;6.79
text_43;aber;0.00427;6.63
text_43;und;0.0263;7.42
text_43;machte;0.00011;5.04
text_43;weiter;0.000562;5.75
text_43;1974;0.0000224;4.35
text_43;versuchte;0.000038;4.58
text_43;er;0.00513;6.71
text_43;mit;0.00955;6.98
text_43;einem;0.00224;6.35
text_43;raketenantrieb;0.0000000832;1.92
text_43;über;0.00245;6.39
text_43;den;0.01;7
text_43;grand;0.0000186;4.27
text_43;canyon;0.00000316;3.5
text_43;zu;0.0102;7.01
text_43;fliegen;0.0000457;4.66
text_43;aber;0.00427;6.63
text_43;auch;0.00603;6.78
text_43;dieser;0.0011;6.04
text_43;sprung;0.0000148;4.17
text_43;misslang;0.00000107;3.03
text_43;seinen;0.000525;5.72
text_43;größten;0.0000912;4.96
text_43;traum;0.0000525;4.72
text_43;über;0.00245;6.39
text_43;den;0.01;7
text_43;canyon;0.00000316;3.5
text_43;zu;0.0102;7.01
text_43;springen;0.0000182;4.26
text_43;konnte;0.000437;5.64
text_43;er;0.00513;6.71
text_43;nie;0.000468;5.67
text_43;verwirklichen;0.00000676;3.83
text_43;evel;0.0000000363;1.56
text_43;knievel;0.0000000417;1.62
text_43;starb;0.0000457;4.66
text_43;2007;0.0000419;4.62
text_43;in;0.0174;7.24
text_43;florida;0.00000933;3.97
text_43;an;0.0049;6.69
text_43;lungenversagen;0.0000000525;1.72
text_43;trotz;0.000141;5.15
text_43;vieler;0.0000269;4.43
text_43;verletzungen;0.0000166;4.22
text_43;überlebte;0.00000324;3.51
text_43;er;0.00513;6.71
text_43;seine;0.00107;6.03
text_43;karriere;0.0000501;4.7
text_43;und;0.0263;7.42
text_43;bleibt;0.000251;5.4
text_43;bis;0.0017;6.23
text_43;heute;0.000759;5.88
text_43;eine;0.00631;6.8
text_43;ikone;0.00000251;3.4
text_44;kapstadt;0.00000263;3.42
text_44;ist;0.012;7.08
text_44;ein;0.00813;6.91
text_44;noch;0.00355;6.55
text_44;relativ;0.0000646;4.81
text_44;unbekanntes;0.00000234;3.37
text_44;paradies;0.0000126;4.1
text_44;für;0.00759;6.88
text_44;jazz-fans;0.0000129;4.11
text_44;bei;0.00457;6.66
text_44;der;0.0288;7.46
text_44;cape;0.00000331;3.52
text_44;town;0.00000513;3.71
text_44;jazz;0.0000155;4.19
text_44;safari;0.00000269;3.43
text_44;treffen;0.000178;5.25
text_44;touristen;0.0000162;4.21
text_44;bekannte;0.0000457;4.66
text_44;musiker;0.0000331;4.52
text_44;der;0.0288;7.46
text_44;szene;0.0000575;4.76
text_44;wie;0.00447;6.65
text_44;hilton;0.00000214;3.33
text_44;schilder;0.00000617;3.79
text_44;oder;0.00316;6.5
text_44;mac;0.0000158;4.2
text_44;mckenzie;0.000000589;2.77
text_44;dem;0.00575;6.76
text_44;könig;0.000105;5.02
text_44;des;0.0055;6.74
text_44;kapstädter;0.0000000389;1.59
text_44;jazz;0.0000155;4.19
text_44;normalerweise;0.0000324;4.51
text_44;sehen;0.00049;5.69
text_44;sie;0.00661;6.82
text_44;die;0.0302;7.48
text_44;stars;0.0000204;4.31
text_44;auf;0.00776;6.89
text_44;großen;0.000355;5.55
text_44;bühnen;0.00000617;3.79
text_44;bei;0.00457;6.66
text_44;dieser;0.0011;6.04
text_44;veranstaltung;0.0000447;4.65
text_44;treffen;0.000178;5.25
text_44;sich;0.00617;6.79
text_44;die;0.0302;7.48
text_44;musiker;0.0000331;4.52
text_44;aber;0.00427;6.63
text_44;in;0.0174;7.24
text_44;deren;0.000275;5.44
text_44;häusern;0.0000138;4.14
text_44;dort;0.000603;5.78
text_44;spielen;0.000263;5.42
text_44;sie;0.00661;6.82
text_44;ihre;0.00115;6.06
text_44;musik;0.000209;5.32
text_44;für;0.00759;6.88
text_44;kleine;0.000263;5.42
text_44;gruppen;0.0000794;4.9
text_44;und;0.0263;7.42
text_44;anschließend;0.0000676;4.83
text_44;geht;0.001;6
text_44;die;0.0302;7.48
text_44;tour;0.000055;4.74
text_44;weiter;0.000562;5.75
text_44;durch;0.00182;6.26
text_44;berühmte;0.0000132;4.12
text_44;jazz-clubs;0.0000073;3.86
text_44;und;0.0263;7.42
text_44;die;0.0302;7.48
text_44;vielfalt;0.0000195;4.29
text_44;der;0.0288;7.46
text_44;clubs;0.0000138;4.14
text_44;ist;0.012;7.08
text_44;groß;0.000162;5.21
text_44;man;0.00288;6.46
text_44;findet;0.00024;5.38
text_44;sowohl;0.000132;5.12
text_44;exklusive;0.00000417;3.62
text_44;bars;0.00000525;3.72
text_44;mit;0.00955;6.98
text_44;big;0.0000372;4.57
text_44;bands;0.0000129;4.11
text_44;als;0.00513;6.71
text_44;auch;0.00603;6.78
text_44;lebendige;0.00000525;3.72
text_44;piano-bars;0.00000256;3.41
text_44;in;0.0174;7.24
text_44;kapstadt;0.00000263;3.42
text_44;ist;0.012;7.08
text_44;jazz;0.0000155;4.19
text_44;ein;0.00813;6.91
text_44;mix;0.000012;4.08
text_44;aus;0.00398;6.6
text_44;verschiedenen;0.000141;5.15
text_44;kulturen;0.0000162;4.21
text_44;die;0.0302;7.48
text_44;künstler;0.0000603;4.78
text_44;kombinieren;0.00000407;3.61
text_44;klänge;0.00000501;3.7
text_44;der;0.0288;7.46
text_44;khoi;0.0000000676;1.83
text_44;einem;0.00224;6.35
text_44;traditionellen;0.00002;4.3
text_44;südafrikanischem;0.0000000309;1.49
text_44;volk;0.0000708;4.85
text_44;mit;0.00955;6.98
text_44;europäischer;0.0000112;4.05
text_44;kolonialmusik;0;0
text_44;und;0.0263;7.42
text_44;gospel;0.00000158;3.2
text_44;so;0.0049;6.69
text_44;entsteht;0.0000427;4.63
text_44;der;0.0288;7.46
text_44;typische;0.0000195;4.29
text_44;goema-sound;0;0
text_44;festivals;0.00000933;3.97
text_44;wie;0.00447;6.65
text_44;das;0.0145;7.16
text_44;cape;0.00000331;3.52
text_44;town;0.00000513;3.71
text_44;jazz;0.0000155;4.19
text_44;festival;0.0000302;4.48
text_44;zeigen;0.000195;5.29
text_44;diese;0.00158;6.2
text_44;vielfalt;0.0000195;4.29
text_44;und;0.0263;7.42
text_44;gehören;0.000107;5.03
text_44;inzwischen;0.0000891;4.95
text_44;bereits;0.000468;5.67
text_44;zur;0.00186;6.27
text_44;geschichte;0.000282;5.45
text_44;der;0.0288;7.46
text_44;stadt;0.000457;5.66
text_44;hier;0.00182;6.26
text_44;wird;0.00316;6.5
text_44;musik;0.000209;5.32
text_44;nicht;0.0102;7.01
text_44;nur;0.00331;6.52
text_44;gehört;0.000288;5.46
text_44;sondern;0.000589;5.77
text_44;gelebt;0.0000186;4.27
text_44;in;0.0174;7.24
text_44;wohnzimmern;0.000000234;2.37
text_44;kellern;0.00000102;3.01
text_44;bars;0.00000525;3.72
text_44;und;0.0263;7.42
text_44;mit;0.00955;6.98
text_44;authentischem;0.0000000794;1.9
text_44;flair;0.00000603;3.78
text_45;für;0.00759;6.88
text_45;blumenfreunde;0.0000000288;1.46
text_45;sind;0.00398;6.6
text_45;die;0.0302;7.48
text_45;landesgartenschauen;0.000000055;1.74
text_45;ein;0.00813;6.91
text_45;schönes;0.0000417;4.62
text_45;ziel;0.000151;5.18
text_45;für;0.00759;6.88
text_45;einen;0.00302;6.48
text_45;ausflug;0.0000117;4.07
text_45;in;0.0174;7.24
text_45;vielen;0.000331;5.52
text_45;regionen;0.0000288;4.46
text_45;deutschlands;0.0000646;4.81
text_45;laden;0.0000692;4.84
text_45;die;0.0302;7.48
text_45;gärten;0.000011;4.04
text_45;besucher;0.0000427;4.63
text_45;aus;0.00398;6.6
text_45;der;0.0288;7.46
text_45;ganzen;0.00024;5.38
text_45;welt;0.000457;5.66
text_45;ein;0.00813;6.91
text_45;so;0.0049;6.69
text_45;zeigt;0.000219;5.34
text_45;in;0.0174;7.24
text_45;berlin;0.000479;5.68
text_45;die;0.0302;7.48
text_45;internationale;0.0000513;4.71
text_45;gartenausstellung;0.0000000603;1.78
text_45;die;0.0302;7.48
text_45;in;0.0174;7.24
text_45;den;0.01;7
text_45;erweiterten;0.00000692;3.84
text_45;gärten;0.000011;4.04
text_45;der;0.0288;7.46
text_45;welt;0.000457;5.66
text_45;in;0.0174;7.24
text_45;marzahn;0.00000229;3.36
text_45;stattfindet;0.0000166;4.22
text_45;moderne;0.000049;4.69
text_45;gartenkunst;0.000000339;2.53
text_45;eine;0.00631;6.8
text_45;seilbahn;0.00000288;3.46
text_45;und;0.0263;7.42
text_45;aussichtspunkte;0.000000302;2.48
text_45;geben;0.000398;5.6
text_45;einen;0.00302;6.48
text_45;guten;0.000269;5.43
text_45;blick;0.000138;5.14
text_45;über;0.00245;6.39
text_45;die;0.0302;7.48
text_45;gärten;0.000011;4.04
text_45;bad;0.000115;5.06
text_45;lippspringe;0.000000288;2.46
text_45;in;0.0174;7.24
text_45;nordrhein-westfalen;0.0000132;4.12
text_45;verbindet;0.0000224;4.35
text_45;den;0.01;7
text_45;alten;0.000204;5.31
text_45;waldpark;0.0000000631;1.8
text_45;und;0.0263;7.42
text_45;die;0.0302;7.48
text_45;innenstadt;0.000024;4.38
text_45;mit;0.00955;6.98
text_45;einem;0.00224;6.35
text_45;blumenparadies;0.0000000115;1.06
text_45;es;0.00871;6.94
text_45;gibt;0.00115;6.06
text_45;aber;0.00427;6.63
text_45;auch;0.00603;6.78
text_45;mitmachangebote;0.0000000309;1.49
text_45;und;0.0263;7.42
text_45;spielplätze;0.00000117;3.07
text_45;die;0.0302;7.48
text_45;kleine;0.000263;5.42
text_45;stadt;0.000457;5.66
text_45;apolda;0.000000631;2.8
text_45;in;0.0174;7.24
text_45;thüringen;0.0000263;4.42
text_45;lockt;0.0000049;3.69
text_45;mit;0.00955;6.98
text_45;schaugärten;0.0000000229;1.36
text_45;teichen;0.000000851;2.93
text_45;und;0.0263;7.42
text_45;einem;0.00224;6.35
text_45;bunten;0.0000105;4.02
text_45;veranstaltungsprogramm;0.000000331;2.52
text_45;im;0.00724;6.86
text_45;schwarzwald;0.00000912;3.96
text_45;erleben;0.0000447;4.65
text_45;besucher;0.0000427;4.63
text_45;vor;0.00204;6.31
text_45;allem;0.00038;5.58
text_45;natur;0.0000871;4.94
text_45;dort;0.000603;5.78
text_45;gibt;0.00115;6.06
text_45;es;0.00871;6.94
text_45;besonders;0.000282;5.45
text_45;alte;0.00017;5.23
text_45;gärten;0.000011;4.04
text_45;und;0.0263;7.42
text_45;angebote;0.0000372;4.57
text_45;für;0.00759;6.88
text_45;familien;0.0000589;4.77
text_45;und;0.0263;7.42
text_45;in;0.0174;7.24
text_45;pfaffenhofen;0.00000126;3.1
text_45;in;0.0174;7.24
text_45;bayern;0.00017;5.23
text_45;stehen;0.000316;5.5
text_45;rosen;0.0000123;4.09
text_45;kräuter;0.00000501;3.7
text_45;und;0.0263;7.42
text_45;ein;0.00813;6.91
text_45;schmetterlingshaus;0.0000000355;1.55
text_45;im;0.00724;6.86
text_45;mittelpunkt;0.0000257;4.41
text_45;außerdem;0.00024;5.38
text_45;gibt;0.00115;6.06
text_45;es;0.00871;6.94
text_45;eine;0.00631;6.8
text_45;musikwiese;0;0
text_45;und;0.0263;7.42
text_45;einen;0.00302;6.48
text_45;hopfentag;0;0
text_45;im;0.00724;6.86
text_45;august;0.000132;5.12
text_45;die;0.0302;7.48
text_45;gartenschauen;0.0000000427;1.63
text_45;zeigen;0.000195;5.29
text_45;regionale;0.000017;4.23
text_45;besonderheiten;0.00000891;3.95
text_45;und;0.0263;7.42
text_45;gartenkunst;0.000000339;2.53
text_45;die;0.0302;7.48
text_45;man;0.00288;6.46
text_45;hautnah;0.00000251;3.4
text_45;erleben;0.0000447;4.65
text_45;kann;0.00251;6.4
text_45;so;0.0049;6.69
text_45;wird;0.00316;6.5
text_45;der;0.0288;7.46
text_45;frühling;0.0000178;4.25
text_45;auf;0.00776;6.89
text_45;eine;0.00631;6.8
text_45;besondere;0.0000646;4.81
text_45;art;0.000324;5.51
text_45;spürbar;0.00000646;3.81
text_46;bei;0.00457;6.66
text_46;den;0.01;7
text_46;olympischen;0.0000162;4.21
text_46;spielen;0.000263;5.42
text_46;im;0.00724;6.86
text_46;jahr;0.000692;5.84
text_46;2000;0.0000367;4.56
text_46;in;0.0174;7.24
text_46;sydney;0.00000759;3.88
text_46;stand;0.000229;5.36
text_46;die;0.0302;7.48
text_46;leichtathletin;0.000000269;2.43
text_46;cathy;0.00000174;3.24
text_46;freeman;0.00000141;3.15
text_46;unter;0.00126;6.1
text_46;enormem;0.000000372;2.57
text_46;druck;0.0000912;4.96
text_46;als;0.00513;6.71
text_46;aboriginee;0;0
text_46;entzündete;0.00000117;3.07
text_46;sie;0.00661;6.82
text_46;das;0.0145;7.16
text_46;olympische;0.0000055;3.74
text_46;feuer;0.0000575;4.76
text_46;und;0.0263;7.42
text_46;sollte;0.000575;5.76
text_46;später;0.000316;5.5
text_46;im;0.00724;6.86
text_46;finale;0.0000525;4.72
text_46;auf;0.00776;6.89
text_46;400;0.0000029;3.46
text_46;metern;0.0000288;4.46
text_46;ihre;0.00115;6.06
text_46;nation;0.0000214;4.33
text_46;sportlich;0.0000105;4.02
text_46;vereinen;0.0000151;4.18
text_46;ihre;0.00115;6.06
text_46;stärkste;0.00000912;3.96
text_46;konkurrentin;0.000000437;2.64
text_46;war;0.00339;6.53
text_46;marie-josé;0.00000438;3.64
text_46;perec;0.0000000302;1.48
text_46;aus;0.00398;6.6
text_46;frankreich;0.000102;5.01
text_46;überraschenderweise;0.00000158;3.2
text_46;reiste;0.00000589;3.77
text_46;diese;0.00158;6.2
text_46;aber;0.00427;6.63
text_46;kurz;0.000269;5.43
text_46;vor;0.00204;6.31
text_46;dem;0.00575;6.76
text_46;finale;0.0000525;4.72
text_46;ab;0.000955;5.98
text_46;und;0.0263;7.42
text_46;so;0.0049;6.69
text_46;wurde;0.00155;6.19
text_46;freemans;0.0000000288;1.46
text_46;sieg;0.0000794;4.9
text_46;zum;0.00257;6.41
text_46;emotionalen;0.00000562;3.75
text_46;höhepunkt;0.0000182;4.26
text_46;der;0.0288;7.46
text_46;spiele;0.000135;5.13
text_46;im;0.00724;6.86
text_46;silbernen;0.00000468;3.67
text_46;anzug;0.00001;4
text_46;lief;0.000049;4.69
text_46;sie;0.00661;6.82
text_46;als;0.00513;6.71
text_46;erste;0.000372;5.57
text_46;ins;0.000479;5.68
text_46;ziel;0.000151;5.18
text_46;und;0.0263;7.42
text_46;brachte;0.0000661;4.82
text_46;das;0.0145;7.16
text_46;stadion;0.0000295;4.47
text_46;zum;0.00257;6.41
text_46;toben;0.00000263;3.42
text_46;ihre;0.00115;6.06
text_46;ehrenrunde;0.00000038;2.58
text_46;absolvierte;0.00000646;3.81
text_46;sie;0.00661;6.82
text_46;mit;0.00955;6.98
text_46;zwei;0.000871;5.94
text_46;fahnen;0.00000646;3.81
text_46;sie;0.00661;6.82
text_46;hielt;0.0000617;4.79
text_46;sowohl;0.000132;5.12
text_46;die;0.0302;7.48
text_46;australische;0.00000363;3.56
text_46;flagge;0.0000162;4.21
text_46;als;0.00513;6.71
text_46;auch;0.00603;6.78
text_46;die;0.0302;7.48
text_46;der;0.0288;7.46
text_46;aborigines;0.000000525;2.72
text_46;dies;0.000417;5.62
text_46;war;0.00339;6.53
text_46;ein;0.00813;6.91
text_46;symbolträchtiger;0.0000000275;1.44
text_46;moment;0.000135;5.13
text_46;der;0.0288;7.46
text_46;aber;0.00427;6.63
text_46;gegen;0.00107;6.03
text_46;die;0.0302;7.48
text_46;olympischen;0.0000162;4.21
text_46;regeln;0.0000708;4.85
text_46;verstieß;0.00000055;2.74
text_46;bei;0.00457;6.66
text_46;der;0.0288;7.46
text_46;siegerehrung;0.00000209;3.32
text_46;überreichte;0.00000229;3.36
text_46;sie;0.00661;6.82
text_46;ihrer;0.000575;5.76
text_46;mutter;0.000182;5.26
text_46;den;0.01;7
text_46;blumenstrauß;0.00000151;3.18
text_46;viele;0.000676;5.83
text_46;menschen;0.000776;5.89
text_46;empfanden;0.00000105;3.02
text_46;das;0.0145;7.16
text_46;als;0.00513;6.71
text_46;ein;0.00813;6.91
text_46;bewegendes;0.000000427;2.63
text_46;zeichen;0.0000759;4.88
text_46;für;0.00759;6.88
text_46;familiäre;0.00000309;3.49
text_46;und;0.0263;7.42
text_46;kulturelle;0.0000174;4.24
text_46;verbundenheit;0.00000389;3.59
text_46;zum;0.00257;6.41
text_46;dank;0.000209;5.32
text_46;feierte;0.000012;4.08
text_46;ganz;0.000955;5.98
text_46;australien;0.0000224;4.35
text_46;sie;0.00661;6.82
text_46;als;0.00513;6.71
text_46;nationale;0.0000214;4.33
text_46;heldin;0.00000245;3.39
text_46;es;0.00871;6.94
text_46;war;0.00339;6.53
text_46;ein;0.00813;6.91
text_46;historischer;0.00000977;3.99
text_46;moment;0.000135;5.13
text_46;für;0.00759;6.88
text_46;den;0.01;7
text_46;zusammenhalt;0.0000049;3.69
text_46;einer;0.00263;6.42
text_46;gespaltenen;0.000000562;2.75
text_46;nation;0.0000214;4.33
text_47;im;0.00724;6.86
text_47;oktober;0.000126;5.1
text_47;2007;0.0000419;4.62
text_47;trafen;0.000017;4.23
text_47;sich;0.00617;6.79
text_47;etwa;0.000417;5.62
text_47;tausend;0.0000309;4.49
text_47;menschen;0.000776;5.89
text_47;in;0.0174;7.24
text_47;der;0.0288;7.46
text_47;bolivianischen;0.000000339;2.53
text_47;stadt;0.000457;5.66
text_47;vallegrande;0;0
text_47;sie;0.00661;6.82
text_47;wollten;0.0000832;4.92
text_47;an;0.0049;6.69
text_47;den;0.01;7
text_47;tod;0.000145;5.16
text_47;von;0.00977;6.99
text_47;ernesto;0.000001;3
text_47;che;0.00000575;3.76
text_47;guevara;0.000000692;2.84
text_47;erinnern;0.0000562;4.75
text_47;der;0.0288;7.46
text_47;argentinische;0.00000166;3.22
text_47;revolutionär;0.00000263;3.42
text_47;war;0.00339;6.53
text_47;1967;0.0000196;4.29
text_47;getötet;0.0000407;4.61
text_47;worden;0.000331;5.52
text_47;und;0.0263;7.42
text_47;seine;0.00107;6.03
text_47;knochen;0.0000191;4.28
text_47;wurden;0.000646;5.81
text_47;1997;0.0000347;4.54
text_47;in;0.0174;7.24
text_47;vallegrande;0;0
